Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary_USD,PTS,TRB,AST,STL,BLK,TOV,Cost_Per_WS,Performance_Trajectory,PNS,Salary_Gap
GARY PAYTON II,32,GSW,SG,62,11,927,16.2,0.635,0.319,0.128,6,15.8,10.7,13.5,2.7,1.7,11,16.1,1.5,1.5,3,0.155,-0.5,2,1.4,0.8,9130000,4.6,2.8,1.2,0.7,0.4,0.5,3043333.3,Veteran - Above Avg,2.45,-886984.9102
BRANDON MILLER,22,CHO,SF,27,27,924,14,0.54,0.597,0.161,2.8,12.5,7.6,18.3,1.5,2.1,12.6,27.7,-0.2,0.7,0.4,0.023,0.8,-0.8,0,0.4,11424600,21.4,5.1,3.7,1.1,0.7,2.8,28561500,Rising - Below Avg,8.67,10089002.01
BRUCE BROWN,28,TOT,PG,41,12,922,10.9,0.504,0.262,0.21,4.5,14.9,9.6,12.8,1.8,1,10.4,17.2,0.1,0.6,0.7,0.035,-3.2,-0.6,-3.8,-0.4,23000000,6.7,2,1,0.7,0,0.3,32857142.9,Peak - Below Avg,3.035,20662703.52
IMMANUEL QUICKLEY,25,TOR,PG,33,33,918,17.5,0.57,0.514,0.292,1.8,12.1,6.8,31.5,1.2,0.4,10.5,25.1,1.8,0.6,2.5,0.128,3.2,-1,2.2,1,32500000,15.6,2.8,7.6,0.4,0,1.6,13000000,Rising - Above Avg,8.48,24152512.57
TRENDON WATFORD,24,BRK,PF,44,6,913,13,0.557,0.251,0.349,4.4,16,9.9,21,1.5,1.3,17.1,23.3,0,0.8,0.7,0.038,-2.3,-0.8,-3.1,-0.3,2726603,8.3,2.8,1.2,0.4,0.3,1.2,3895147.1,Rising - Below Avg,2.79,389306.521
KJ MARTIN,24,TOT,PF,43,16,912,10.2,0.618,0.289,0.234,3.6,11.8,7.6,7.4,0.9,2.3,9.8,11.5,1.1,0.2,1.3,0.068,-3.2,-0.3,-3.6,-0.4,7975000,6.4,3,0.8,0.5,0.7,0.5,6134615.4,Rising - Below Avg,2.615,3634306.539
JADEN HARDY,22,DAL,SG,57,3,907,10.4,0.549,0.476,0.208,1.1,9.4,5.3,13.2,1.5,0.5,15.4,25.3,-0.8,0.5,-0.3,-0.016,-2.8,-1.9,-4.7,-0.6,2019699,7.1,1.5,1.3,0.6,0.1,1.4,N/A,Rising - Below Avg,3.21,N/A
DAY'RON SHARPE,23,BRK,C,50,2,907,19.7,0.568,0.142,0.233,17.8,23.8,20.7,16.8,2.3,4.6,15.3,19.9,1.3,1.4,2.7,0.141,0,0.9,0.9,0.7,3989122,6.8,5.6,1.2,0.9,0.5,1.2,1477452.6,Rising - Above Avg,3.605,-5026164.419
ADEM BONA,21,PHI,C,58,11,905,16.5,0.714,0.005,0.521,11.1,19.9,15.3,4.4,1.4,7.5,20.5,14.3,1.4,0.9,2.3,0.121,-2.9,0.2,-2.7,-0.2,1157153,1.5,1.8,0.1,0.1,0.5,0.4,503110,Rising - Above Avg,1.095,-6522535.431
TRE JONES,25,TOT,PG,46,9,905,16.3,0.617,0.202,0.282,3.7,9.9,6.8,28.6,1.9,1,11.6,14.1,2.3,0.6,2.9,0.155,0.5,1,1.5,0.8,9104167,3.4,2.3,3.8,0.6,0.3,0.8,3139367.9,Rising - Above Avg,2.87,-578918.4132
JADEN IVEY,22,DET,SG,30,30,898,14.7,0.569,0.373,0.281,5,10.3,7.6,19.7,1.5,1.2,16.1,26,0.3,0.8,1.2,0.062,0.8,-0.8,0,0.5,7977240,17.6,4.1,4,0.9,0.4,3,6647700,Rising - Below Avg,8.15,3970446.036
KELLY OLYNYK,33,TOT,C,44,22,891,14.9,0.609,0.295,0.403,7.3,17.9,12.4,20.5,1.8,2,19.4,18.5,1,0.7,1.7,0.092,-1.1,0.4,-0.7,0.3,12804878,7.2,4.1,2.1,0.8,0.3,1.7,7532281.2,Veteran - Below Avg,3.085,7128586.551
CHET HOLMGREN,22,OKC,C,32,32,877,19.2,0.599,0.34,0.393,6,25,15.7,9.7,1.3,8.2,12.3,22,1.1,2,3.2,0.173,0.5,1.9,2.4,1,10880640,16.4,8.7,2,0.8,2.6,2.3,3400200,Rising - Above Avg,7.225,195856.0958
NEEMIAS QUETA,25,BOS,C,62,6,863,16.3,0.674,0.015,0.3,11.2,18.5,14.9,7.4,1,4.5,14.8,13.7,1.8,1.4,3.2,0.179,-1.7,1,-0.7,0.3,2162606,5.5,4.4,0.7,0.3,0.9,0.7,675814.4,Rising - Above Avg,2.955,-8522177.904
ALEC BURKS,33,MIA,SG,49,14,863,12.8,0.608,0.764,0.181,1.9,13.8,7.9,9.1,1.6,0.8,9,16.5,0.9,0.9,1.8,0.1,0,0.3,0.3,0.5,2087519,6.4,2,1.1,0.6,0.2,0.3,1159732.8,Veteran - Above Avg,2.945,-3922671.946
CHRIS BOUCHER,32,TOR,PF,50,0,862,18.7,0.615,0.522,0.235,8.5,19.6,13.9,5.9,1.3,2.8,6.6,21.2,1.7,1,2.7,0.148,2.9,-0.6,2.3,0.9,10810000,9.9,4.2,0.7,0.6,0.6,0.7,4003703.7,Veteran - Above Avg,3.72,1794713.581
ZION WILLIAMSON,24,NOP,PF,30,30,857,27.3,0.6,0.026,0.474,9.3,18.2,13.6,36.6,2.1,3,12.8,34.7,1.9,0.6,2.5,0.141,5.9,1,7,1.9,36725670,22.7,8,5.3,0.7,1.2,3.7,14690268,Rising - Above Avg,7.805,28378182.57
KHRIS MIDDLETON,33,TOT,SF,37,21,843,16.7,0.588,0.395,0.249,1.7,15.4,8.7,26.8,2,0.9,13,22,1.2,0.8,2,0.116,0.4,0.3,0.7,0.6,31000000,13.6,4.2,5.2,0.9,0.2,2.4,15500000,Veteran - Above Avg,6.325,24322010.06
SHAKE MILTON,28,TOT,SG,57,2,837,11.9,0.563,0.417,0.232,4.2,9.9,7,18.3,1.5,0.5,12.5,16.7,0.8,0.5,1.3,0.077,-1.7,-0.5,-2.2,0,2875000,7,2,2.3,0.5,0.1,0.7,2211538.5,Peak - Below Avg,3.555,-1465693.461
DERECK LIVELY II,20,DAL,C,36,29,833,20.1,0.704,0,0.382,13.9,21.3,17.7,14.3,1.2,5.7,15.5,13.6,2.4,1,3.4,0.199,1.1,2.2,3.3,1.1,5014560,8.6,7.8,2.6,0.6,1.7,1.2,1474870.6,Rising - Above Avg,5.05,-6338022.898
GARRISON MATHEWS,28,ATL,SG,47,2,830,11.2,0.606,0.848,0.304,1.7,10,5.7,9.3,1.5,1.7,9.6,15.9,1,0.5,1.5,0.087,-1.1,-0.5,-1.6,0.1,2230253,8.6,1.4,1.5,0.7,0.3,0.6,1486835.3,Peak - Below Avg,3.815,-2778239.455
CAM WHITMORE,20,HOU,SF,51,3,827,15.5,0.549,0.454,0.179,4.5,15.1,9.7,8.9,1.8,1.4,9.6,23.9,0.6,1.2,1.8,0.106,0.7,-0.4,0.3,0.5,3379080,9.1,2.7,0.6,0.4,0.1,0.7,1877266.7,Rising - Above Avg,3.595,-2631110.946
RYAN ROLLINS,22,MIL,PG,56,19,820,14,0.6,0.443,0.166,2.9,11.1,7.2,17.8,2.5,1.9,15.4,18.4,0.7,1,1.7,0.101,-1.4,0.9,-0.5,0.3,1091887,4.4,1.8,1.1,0.9,0.4,0.9,642286.5,Rising - Above Avg,2.285,-4584404.449
MARCUS SASSER,24,DET,PG,57,1,811,14,0.589,0.514,0.172,2.5,6.9,4.7,22.9,2.2,0.5,14.5,19.4,1,0.8,1.8,0.108,-0.4,-0.2,-0.6,0.3,2755080,5.7,1,1.9,0.8,0.1,0.9,1530600,Rising - Above Avg,2.92,-3255110.946
STEVEN ADAMS,31,HOU,C,58,3,794,16.6,0.541,0.012,0.557,21.8,22,21.9,10.9,1.3,3.2,20.6,13.6,1,1.3,2.3,0.137,0,0.3,0.3,0.5,12600000,2.8,4,1.1,0.2,0.2,1,5478260.9,Veteran - Above Avg,2.05,4920311.569
AARON HOLIDAY,28,HOU,PG,62,3,792,12.2,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2,0.122,-0.4,0.1,-0.2,0.3,4668000,3.7,1,1.1,0.3,0.1,0.3,2334000,Peak - Above Avg,1.84,-2009989.94
CALEB HOUSTAN,22,ORL,SF,58,6,788,9.4,0.605,0.842,0.089,2.6,8.6,5.5,6.4,1.4,0.7,6.2,11.7,0.9,0.9,1.8,0.109,-2.4,0.2,-2.2,0,2019699,2,0.6,0.3,0.2,0.1,0,1122055,Rising - Above Avg,0.85,-3990491.946
JAYLIN WILLIAMS,22,OKC,PF,47,9,784,16.4,0.594,0.692,0.136,6.7,28.7,17.9,19,1.3,3.7,13,14.6,1.5,1.7,3.3,0.199,1.5,2.7,4.3,1.2,2019699,4.4,2.9,2,0.3,0.3,0.3,612030,Rising - Above Avg,2.03,-8998984.401
PELLE LARSSON,23,MIA,SG,55,8,782,10.2,0.546,0.468,0.3,4,9,6.5,11.6,2,0.9,9.5,14.4,0.6,0.8,1.4,0.086,-3.8,0.7,-3.1,-0.2,1157153,5.1,1.7,1.3,0.5,0,0.5,826537.9,Rising - Above Avg,2.51,-3517439.958
CAM THOMAS,23,BRK,SG,25,23,781,18,0.575,0.43,0.333,2.1,10.4,6,22.9,1,0.3,10.6,32.6,0.8,0.4,1.2,0.071,2.8,-2.6,0.3,0.5,4041249,24.7,3.6,3.4,0.7,0.1,2.7,3367707.5,Rising - Below Avg,10.335,34455.03593
LINDY WATERS III,27,TOT,SG,52,9,778,8.8,0.504,0.747,0.044,2.7,12.8,7.6,9.1,1.7,1.3,7.3,14.8,0.1,0.9,1,0.062,-3,0.2,-2.8,-0.2,2196970,5.5,2.6,1.3,0.7,0.2,0.3,2196970,Peak - Below Avg,2.78,-1142024.97
LONZO BALL,27,CHI,PG,35,14,777,12.2,0.524,0.802,0.111,3.4,12.3,8,18.9,2.8,1.9,13.9,15.9,0.3,0.9,1.2,0.075,-1.5,1.7,0.2,0.4,21395348,5.3,3.4,3.7,1.3,0.5,1.1,17829456.7,Peak - Below Avg,3.75,17388554.04
ORLANDO ROBINSON,24,TOT,C,44,8,770,12.9,0.519,0.199,0.268,12.1,18.7,15.4,14,1.1,2,14.4,18.5,0.4,0.8,1.2,0.072,-3,-0.4,-3.4,-0.3,1691610,2,1.5,1.1,0.3,0.1,0.4,1409675,Rising - Below Avg,1,-2315183.964
ERIC GORDON,36,PHI,SG,39,13,768,10.8,0.591,0.672,0.235,1.1,5.8,3.4,12,1.7,1.5,11.1,14.4,0.7,0.2,0.9,0.053,-0.8,-0.8,-1.6,0.1,3303771,5.3,1,1.3,0.6,0.3,0.7,3670856.7,Veteran - Below Avg,2.53,298675.5269
GUI SANTOS,22,GSW,PF,56,2,762,11.7,0.575,0.575,0.235,9.9,14.5,12.1,14.2,1.6,1.2,17.5,13.2,0.8,0.9,1.7,0.11,-2.2,0.5,-1.7,0.1,1891857,0.8,0.9,0.4,0,0.2,0.3,1112857.1,Rising - Above Avg,0.535,-3784434.449
LANDRY SHAMET,27,NYK,SG,50,0,762,9.7,0.601,0.678,0.078,1.7,7.5,4.6,4.7,1.5,0.2,8.5,14.8,0.5,0.5,1,0.065,-1.9,-0.6,-2.4,-0.1,1343690,3.2,0.5,0.7,0.8,0,0.2,1343690,Peak - Below Avg,1.575,-1995304.97
SVI MYKHAILIUK,27,UTA,SF,38,13,760,9.8,0.526,0.672,0.116,3.1,9.6,6.4,14.7,1.2,0.9,14.1,20.3,-0.2,0.1,-0.1,-0.009,-1.4,-2.1,-3.5,-0.3,3500000,7.7,1.5,1.3,0.8,0.2,1.4,N/A,Peak - Below Avg,3.085,N/A
ANDRE DRUMMOND,31,PHI,C,40,23,751,16,0.535,0.085,0.385,15.8,31.6,23.4,6.8,2.6,2.4,16.7,19.1,0.2,1,1.2,0.078,-2.4,-0.8,-3.2,-0.2,5000000,7,8.1,0.6,1.2,0.4,1.7,4166666.7,Veteran - Below Avg,4.535,993206.0359
JABARI WALKER,22,POR,PF,60,1,749,15,0.601,0.314,0.31,8.3,22.6,15.3,7.2,2.1,0.7,11.6,16.3,1,1,2,0.128,-1.2,0.5,-0.8,0.2,2019699,3.5,3,0.5,0.3,0.1,0.5,1009849.5,Rising - Above Avg,1.825,-4658290.94
JAY HUFF,26,MEM,C,64,2,748,18.2,0.666,0.656,0.184,4.3,13.9,9.1,7,1,6.9,9.3,19.6,1.6,1,2.5,0.162,2.5,1,3.5,1.1,2088033,9,2.6,0.8,0.3,1.1,0.6,835213.2,Peak - Above Avg,3.085,-6259454.425
DREW EUBANKS,27,TOT,C,61,4,746,15.6,0.622,0.031,0.366,8.9,24.1,16.5,10.6,0.8,5,15.4,15.1,1,0.7,1.7,0.107,-1.2,0.6,-0.7,0.3,5000000,4.8,3.8,1.1,0.2,0.6,0.8,2941176.5,Peak - Below Avg,2.5,-676291.4491
TALEN HORTON-TUCKER,24,CHI,SG,58,0,724,13.8,0.567,0.419,0.337,2.8,11.5,7.2,16.1,1.4,1.3,10.7,21.6,0.6,0.5,1.1,0.075,-1.4,-1.1,-2.4,-0.1,2087519,6.4,2.1,1.5,0.4,0.3,0.6,1897744.5,Rising - Below Avg,3.055,-1585375.467
GARY HARRIS,30,ORL,SG,48,3,711,6.9,0.524,0.759,0.09,3.1,7.5,5.2,5.8,1.8,1.6,10.9,9.5,0.1,0.9,1,0.067,-3.9,1.2,-2.7,-0.1,7500000,4.1,1.3,0.5,0.7,0.3,0.5,7500000,Veteran - Below Avg,1.88,4161005.03
JETT HOWARD,21,ORL,SF,60,0,701,7.1,0.491,0.71,0.088,3.1,8.6,5.7,9.6,0.9,1.5,11.7,19.2,-0.6,0.8,0.1,0.01,-4.1,-1.2,-5.3,-0.6,5278320,4,1.1,0.5,0.2,0.2,0.4,52783200,Rising - Below Avg,1.625,4944420.503
DEANDRE JORDAN,36,DEN,C,56,5,691,15.4,0.621,0,0.457,14,30.3,22.6,9.5,1.1,3.5,19.2,12.8,0.9,0.9,1.8,0.127,-1.4,0.2,-1.2,0.2,2087519,3,3.9,0.9,0.3,0.5,0.7,1159732.8,Veteran - Above Avg,2.16,-3922671.946
QUINTEN POST,24,GSW,PF,42,14,686,14.2,0.595,0.653,0.099,5.3,18.3,11.6,12.2,1.1,2.5,10.3,19.6,0.8,0.9,1.7,0.116,0.1,0,0.1,0.4,438920,1,0.5,0.5,0,0,0,258188.2,Rising - Above Avg,0.375,-5237371.449
BLAKE WESLEY,21,SAS,SG,58,0,683,9.9,0.51,0.312,0.328,2.7,6.9,4.8,22.3,2.6,0.8,20.2,16.7,-0.3,0.4,0.2,0.011,-3.9,-0.3,-4.2,-0.4,2624280,3.9,0.8,2,0.4,0.1,1,13121400,Rising - Below Avg,2.225,1956481.006
SANDRO MAMUKELASHVILI,25,SAS,PF,61,0,681,19.7,0.628,0.573,0.206,9.7,19.7,14.7,10.7,1.6,2.3,7.8,20.8,1.6,0.6,2.2,0.152,3.3,-1,2.3,0.7,2087519,4.4,2.8,0.4,0.1,0.3,0.4,948872.3,Rising - Above Avg,1.965,-5258269.934
MARCUS SMART,30,TOT,PG,34,7,680,12.4,0.529,0.549,0.276,2.8,8.3,5.6,21.7,2.7,1.2,15.8,20.6,0.1,0.6,0.7,0.051,-1.6,0.1,-1.5,0.1,20210284,9.2,2.3,3.8,1.3,0.3,1.9,28871834.3,Veteran - Below Avg,5.04,17872987.52
JALEN PICKETT,25,DEN,SG,49,4,666,10.9,0.545,0.561,0.044,2.6,8.8,5.9,19.5,1.4,0.7,11.6,13.2,0.8,0.3,1.1,0.078,-0.8,-0.7,-1.5,0.1,1891857,3.3,1.1,2.6,0.1,0.1,0.6,1719870,Rising - Below Avg,2.195,-1781037.467
ANTONIO REEVES,24,NOP,SG,44,6,660,11.7,0.579,0.52,0.141,2.9,7.6,5.1,8.8,1.5,0.6,10.2,18.8,0.4,0,0.4,0.029,-1.2,-2,-3.2,-0.2,1157153,4.4,1.1,0.6,0.3,0,0.3,2892882.5,Rising - Below Avg,1.92,-178444.988
KYLE LOWRY,38,PHI,PG,35,12,659,9.8,0.525,0.752,0.282,1.8,10,5.8,19.2,2.5,1.6,13.8,10.1,0.6,0.4,1,0.07,-2.8,1.5,-1.3,0.1,2087519,4.1,1.8,2.7,1,0.3,0.7,2087519,Veteran - Below Avg,2.76,-1251475.97
REED SHEPPARD,20,HOU,PG,52,3,654,9.7,0.465,0.594,0.067,2.6,10.3,6.4,15.2,2.6,2.3,13.1,17.8,-0.3,1,0.8,0.055,-3,1.3,-1.7,0.1,10098960,3.3,1.3,1.2,0.5,0.3,0.6,12623700,Rising - Below Avg,1.805,7427764.024
HERBERT JONES,26,NOP,SF,20,20,648,10.4,0.541,0.419,0.233,3.6,9.6,6.5,13.8,2.8,1.3,15.6,14.6,0.1,0.3,0.4,0.033,-3.9,0.2,-3.6,-0.3,12976362,10.8,4,3.4,1.9,0.4,1.8,32440905,Peak - Below Avg,5.245,11640764.01
AJ JOHNSON,20,TOT,SG,29,11,639,7.1,0.48,0.423,0.174,1.3,8.3,4.8,17.1,0.9,0.4,13.2,17.4,-0.5,0,-0.4,-0.032,-5.6,-2.5,-8.1,-1,2795294,1.4,0.4,0.2,0,0,0.4,N/A,Rising - Below Avg,0.6,N/A
MAXI KLEBER,33,DAL,PF,34,4,637,5.6,0.489,0.51,0.219,4.4,11.7,8.1,8.3,0.7,2.3,17.9,8.7,0,0.4,0.3,0.023,-4.2,0.4,-3.8,-0.3,11000000,2.4,3.2,0.9,0.3,0.5,0.7,36666666.7,Veteran - Below Avg,1.795,9998301.509
DELON WRIGHT,32,TOT,PG,40,7,635,9.2,0.44,0.557,0.191,4.9,6.5,5.7,15,2.7,1.8,13.4,11.3,0,0.7,0.7,0.053,-2.8,1.4,-1.4,0.1,2087519,2.8,1.9,1.9,0.9,0.3,0.6,2982170,Veteran - Below Avg,2.015,-249777.479
JERICHO SIMS,26,TOT,C,53,5,632,10,0.639,0,0.183,12.9,22,17.6,6.4,0.8,2.8,30.1,7.6,0.5,0.7,1.3,0.096,-3.1,0.1,-3,-0.2,2092344,1.7,3.6,0.6,0.2,0.3,0.5,1609495.4,Peak - Below Avg,1.72,-2248349.461
JOSH OKOGIE,26,TOT,SG,40,7,625,16.3,0.567,0.434,0.401,8,11.8,9.9,7.9,3.8,2.8,11.1,19.5,0.6,0.7,1.3,0.1,-0.1,1.6,1.5,0.6,8250000,6.8,3.2,0.5,1,0.4,0.8,6346153.8,Peak - Below Avg,3.075,3909306.539
DANIEL THEIS,32,NOP,C,38,9,621,12.1,0.558,0.287,0.287,7.4,21.5,14.2,13,1.4,3.1,14.7,11.6,0.6,0.4,1,0.077,-3.3,0,-3.3,-0.2,2087519,3.8,3.7,1.4,0.4,0.6,0.7,2087519,Veteran - Below Avg,2.295,-1251475.97
CORY JOSEPH,33,ORL,PG,50,16,612,10.9,0.547,0.695,0.117,3,11.2,6.9,17,2.1,0.6,10,12.8,0.6,0.9,1.5,0.114,-2.3,1.4,-0.8,0.2,3303771,2,1,0.8,0.3,0.1,0.3,2202514,Veteran - Above Avg,1.14,-1704721.455
ZEKE NNAJI,24,DEN,PF,57,4,608,12,0.574,0.369,0.312,6.3,9.8,8.1,4.6,2,5.6,8,12.2,0.6,0.6,1.2,0.097,-2.1,0.7,-1.3,0.1,8888889,1.2,0.4,0.2,0.1,0.1,0.1,7407407.5,Rising - Above Avg,0.425,4882095.036
PAT CONNAUGHTON,32,MIL,SG,41,1,603,12.1,0.567,0.458,0.175,3.6,15.6,9.8,15.8,0.7,1.7,11.2,15.6,0.6,0.6,1.2,0.093,-1.4,-0.8,-2.3,0,9423869,4.6,2.9,1.6,0.2,0.4,0.6,7853224.2,Veteran - Above Avg,2.5,5417075.036
AJAY MITCHELL,22,OKC,SG,36,1,597,12,0.587,0.326,0.19,3.3,8.8,6.1,13.8,2,0.7,12.7,16.2,0.6,0.9,1.5,0.122,-2.5,0.9,-1.6,0.1,3000000,6.4,2,1.7,0.7,0.1,0.8,2000000,Rising - Above Avg,3.175,-2008492.455
BRANDON INGRAM,27,NOP,SF,18,18,595,16,0.56,0.345,0.165,3,15.5,9.1,26.8,1.3,1.8,16.2,30.2,-0.2,0.2,0,0.001,1.4,-1.7,-0.3,0.3,36016200,22.2,5.6,5.2,0.9,0.6,3.8,N/A,Peak - Below Avg,9.295,N/A
JARED MCCAIN,20,PHI,SG,23,8,592,15.2,0.589,0.485,0.204,2.4,8.6,5.4,16.7,1.2,0,11,24.7,0.6,0.1,0.7,0.057,1.8,-1.6,0.2,0.3,4020360,15.3,2.4,2.6,0.7,0,1.6,5743371.4,Rising - Below Avg,6.645,1683063.521
CAM REDDISH,25,LAL,SF,33,8,589,7.4,0.498,0.5,0.277,3.3,9.1,6.3,4.8,2.8,1.6,10.2,8.8,0,0.6,0.7,0.054,-4.4,1.6,-2.7,-0.1,2463946,3.5,2.1,0.8,1.1,0.4,0.4,3519922.9,Rising - Below Avg,1.94,126649.521
JAE'SEAN TATE,29,HOU,SF,52,2,588,12.3,0.557,0.311,0.318,8.9,12.4,10.6,10.5,2.2,1.1,11.5,13.3,0.8,0.8,1.6,0.133,-2.1,1.4,-0.7,0.2,7565217,3.3,2.4,0.7,0.6,0.1,0.5,4728260.6,Peak - Above Avg,1.83,2222825.048
OLIVIER-MAXENCE PROSPER,22,DAL,PF,52,4,584,12.6,0.484,0.293,0.437,8.4,15,11.8,9.1,2.2,0.9,6.3,16.3,0.3,0.5,0.9,0.072,-1.6,-0.5,-2.1,0,2870400,2.4,1.9,0.5,0.3,0.1,0.2,3189333.3,Rising - Below Avg,1.22,-134695.4731
JOEL EMBIID,30,PHI,C,19,19,574,23.4,0.58,0.244,0.537,6.8,24.5,15.3,25.6,1.2,3.1,13.7,34.2,0.9,0.5,1.4,0.118,3.7,-0.3,3.5,0.8,51415938,24.1,7.6,3.7,0.9,1.1,3.2,36725670,Veteran - Above Avg,7.945,46741345.04
MONTE MORRIS,29,PHO,PG,45,0,571,13.1,0.546,0.441,0.215,2.4,10.5,6.5,18.1,1.7,0.5,9,18.1,0.6,0.2,0.8,0.064,-1,-0.8,-1.8,0,2087519,5.5,1.6,1.8,0.5,0.1,0.5,2609398.8,Peak - Below Avg,2.815,-583676.976
MORITZ WAGNER,27,ORL,C,30,1,564,22.3,0.649,0.301,0.442,7.7,23.1,15,13.7,2.1,2,14.1,26.8,1,1,2,0.174,2.6,1.4,4,0.9,11000000,12.9,4.9,1.4,0.8,0.4,1.6,5500000,Peak - Above Avg,4.535,4322010.06
MALCOLM BROGDON,32,WAS,PG,24,13,564,15.8,0.544,0.233,0.383,3.9,13,8.4,27.4,1.1,0.8,11.9,23.7,0.6,0.1,0.7,0.061,-0.1,-1.5,-1.5,0.1,22500000,14.4,4.1,3.9,0.6,0.3,1.8,32142857.1,Veteran - Below Avg,6.935,20162703.52
JOHN KONCHAR,28,MEM,SG,46,4,558,12.1,0.592,0.681,0.088,7.1,21.4,14.3,8.8,2.5,2.3,14.5,8,0.6,0.9,1.5,0.131,-0.7,2.3,1.7,0.5,6165000,2.9,4,1.2,0.7,0.5,0.5,4110000,Peak - Above Avg,1.975,1156507.545
DWIGHT POWELL,33,DAL,C,55,3,551,12.9,0.713,0.082,0.705,9.5,13.7,11.7,12.5,1.6,3.3,18.4,7.6,1.2,0.5,1.7,0.147,-1.5,1.5,0,0.3,4000000,1.6,1.8,0.7,0.4,0.5,0.2,2352941.2,Veteran - Above Avg,1.16,-1676291.449
DILLON JONES,23,OKC,SF,54,3,551,8.1,0.464,0.474,0.211,6,17.3,11.8,12.6,1.4,0.7,16.2,13.3,-0.1,0.9,0.8,0.067,-4.3,0.3,-4,-0.3,2622360,2,1.8,0.7,0.2,0.1,0.3,3277950,Rising - Below Avg,1.23,-48835.97605
RICHAUN HOLMES,31,WAS,PF,31,7,534,19.8,0.695,0.022,0.432,12,22.5,17.2,12.1,0.8,3.9,11.3,14.7,1.6,0.4,2,0.178,1.2,0,1.1,0.4,12648321,3,1.8,0,0,0.5,0.5,6324160.5,Veteran - Above Avg,1.38,5970331.06
MOUHAMED GUEYE,22,ATL,PF,33,28,533,14.4,0.52,0.474,0.246,8.8,20,14.3,6.6,2.5,5.7,7.3,15.7,0.4,0.8,1.2,0.106,-1.6,1,-0.6,0.2,1891857,1,1,0,0,0,0.5,1576547.5,Rising - Above Avg,0.55,-2114936.964
ROB DILLINGHAM,20,MIN,PG,49,1,516,10.2,0.503,0.351,0.071,2.6,8,5.4,28.4,1.9,0.2,19.6,22.7,-0.4,0.6,0.1,0.012,-3.3,-0.9,-4.2,-0.3,6262920,3.7,0.7,1.7,0.1,0,1.1,62629200,Rising - Below Avg,1.98,5929020.503
COLBY JONES,22,TOT,SG,39,0,515,11.4,0.544,0.38,0.271,4.3,13.6,9,12,2.4,2.4,13.7,13.7,0.1,0.4,0.6,0.053,-3.3,0.4,-2.8,-0.1,2120693,1.1,0.9,0.2,0.2,0.2,0.3,3534488.3,Rising - Below Avg,0.585,117296.018
CRAIG PORTER JR.,24,CLE,PG,51,1,513,13.1,0.61,0.343,0.229,4.1,9.9,7.1,17.7,1.6,2.6,19.8,15.9,0.5,0.6,1.1,0.102,0.1,1,1.1,0.4,1891857,2.5,0.9,1.2,0.3,0.4,0.5,1719870,Rising - Above Avg,1.445,-1781037.467
ELFRID PAYTON,30,TOT,PG,24,9,511,8.5,0.34,0.049,0.057,3.1,13.9,8.3,43.3,2.3,2.1,32.1,15.2,-0.9,0.3,-0.6,-0.057,-5.1,-1.3,-6.4,-0.6,789048,6.7,3.4,6.9,1.4,0.4,2.9,N/A,Veteran - Below Avg,5.38,N/A
JOCK LANDALE,29,HOU,C,42,3,500,16,0.59,0.171,0.263,11.7,17.6,14.6,10.3,1.3,1.8,11,15.7,1,0.7,1.7,0.159,0,0.4,0.4,0.3,8000000,3.1,2.6,0.7,0.2,0.4,0.5,4705882.4,Peak - Above Avg,1.68,2323708.551
VINCE WILLIAMS JR.,24,MEM,SG,27,5,499,9.2,0.504,0.569,0.144,4.7,15.9,10.4,13.8,1.1,1.3,15.7,17,-0.1,0.5,0.4,0.04,-2.5,-0.3,-2.8,-0.1,2120693,5.3,3.7,3,0,0.7,2.3,5301732.5,Rising - Below Avg,3.275,785095.012
WENDELL MOORE JR.,23,TOT,SG,36,1,499,11,0.553,0.325,0.175,6.4,14.3,10.3,11.6,1.9,1,16.6,13.8,0.2,0.5,0.7,0.063,-2.6,-0.1,-2.7,-0.1,2537040,4.1,3,1.5,0.7,0.2,0.6,3624342.9,Rising - Below Avg,2.4,199743.521
BRANDON WILLIAMS,25,DAL,PG,33,3,487,18.3,0.634,0.319,0.351,2.7,10.1,6.5,23.2,2.4,0.9,15.2,22.6,0.9,0.4,1.3,0.129,1,-0.1,1,0.4,47989,3.6,1,0.8,0.1,0,0.6,36914.6,Rising - Above Avg,1.66,-4292704.461
A.J. LAWSON,24,TOR,SG,26,2,486,12.7,0.542,0.532,0.332,4.3,14.9,9.5,9.1,1.3,1.2,6.4,20,0.4,0.4,0.8,0.081,-1.5,-1,-2.5,-0.1,100000,3,1,0,0,0,0,125000,Rising - Above Avg,1.15,-2571195.976
GRANT WILLIAMS,26,CHO,PF,16,7,479,11.5,0.596,0.602,0.301,3.9,14.5,9.1,11.3,1.8,2.7,16.7,14.8,0.3,0.4,0.7,0.071,-2.3,0.7,-1.6,0.1,13025250,10.4,5.1,2.3,1.1,0.8,1.8,18607500,Peak - Below Avg,4.27,10687953.52
